"shop_id","url","company","company_cn","company_address","country","province_o","city_o","address","zip","contact_people","sales_money","sales","company_type","keep_time","province","city","county","category_id","category_name","category_id_new","category_name_new"
hexiehome.en,https://hexiehome.en.alibaba.com/contactinfo.html,Guangzhou Hx Glass Co.， Ltd.,广州市合谐贸易有限公司,No. 22， Building 53， Haotai Hotel Supplies Expo City， Yingbin Road， Luopu Street， Guangzhou， Guangdo,China,"",Guangzhou， China,"","",Mr. Hexie Glass,"10000","10",Trading Company,"1",广东省,广州市,番禺区,,,,工业耗材
bornprettystore.en,https://bornprettystore.en.alibaba.com/contactinfo.html,Hong Kong Born Pretty International Technology Co.， Limited,"",Flat/rm803 Chevalier House 45-51 Chatham Road South Tsim Sha Tsui Kl， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hongkong,"","",Ms. Ashley Li,"80000","245",Trading Company， Agent， Distributor\/Wholesaler,"3","","","",,,,美容护理
naseeo.en,https://naseeo.en.alibaba.com/contactinfo.html,Yiwu Naseeo Commodity Co.， Ltd.,义乌市那熙日用品有限公司,Room 105， 1 / F， Unit 6， Building 167， Chunhan 3rd District， Beiyuan Street， Jinhua， Zhejiang， China,China,"",YiWu,"","",Ms. Lilian Wu,"6000","12",Trading Company,"3",浙江省,金华市,义乌市,,,,工艺美术
my108461763.trustpass,https://my108461763.trustpass.alibaba.com/contactinfo.html,ORGAZONE SDN. BHD.,"",jalan tun razak， Kuala Lumpur， Malaysia,Malaysia,"",KUALA LUMPUR,"","55100",Mr. john w,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"5","","","",,,,杂货和美食
kr19002782051tshj.trustpass,https://kr19002782051tshj.trustpass.alibaba.com/contactinfo.html,DONGMUN CO.， LTD.,"","142， Ilsan-ro，， Ilsandong-gu， Gyeonggi-do， South Korea",South Korea,"",Gyeonggi-do,"",Goyang-si,Ms. Republic Korea,"","",Manufacturer,"3","","","",,,,工业耗材
cobetoys.en,https://cobetoys.en.alibaba.com/contactinfo.html,Shantou Chenghai District Kecheng Trading Firm,汕头市澄海区可成贸易商行,Zhenzhuhu 2nd Road， Huaize Village， Lianxia Town， Shantou， Guangdong， China,China,"",Shantou,"","515834",Ms. Sulli Wang,"1000","7",Trading Company,"2",广东省,汕头市,澄海区,,,,玩具娱乐
joannakardasi.trustpass,https://joannakardasi.trustpass.alibaba.com/contactinfo.html,KARDASIS LTD,"",Sofouli 30， Athens， Greece,Greece,"",Athens,"","17342",Ms. JOANNA KARDASI,"","",Manufacturer,"7","","","",,,,
wlrkj.en,https://wlrkj.en.alibaba.com/contactinfo.html,Shanxi Wanlongrui Technology Co.， Ltd.,"","2nd Floor， Shop 6， Gaoliang Research Institute， Yunhua West Street， Luxi Street， Jinzhong， Shanxi， C",China,"",shenzhen,"","",Mr. Gary AI,"1000","4",Trading Company,"1","","","",,,,玩具娱乐
ru1358651821imqu.trustpass,https://ru1358651821imqu.trustpass.alibaba.com/contactinfo.html,PAL LLC,"",Mikhailovskiy drive， 1/1， Moscow， Russian Federation,Russian Federation,"",moscow,"","109029",Ms. vero volkanidina,"","",Agent， Distributor\/Wholesaler， Business Service (Transportation， finance， travel， Ads， etc),"4","","","",,,,美容护理
chinatruck.en,https://chinatruck.en.alibaba.com/contactinfo.html,Acntruck Vehicle & Machinery (Shanghai) Co.， Ltd.,上海安洽车辆机械有限公司,SUITE 2808， SUPER OCEAN FINANCE CENTER， NO. 2067 WEST YAN'AN ROAD，， Shanghai， China,China,"",Shanghai,"","200336",Ms. Xanthe Liu,"950000","10",Trading Company,"12",上海市,上海市,闵行区,9,汽车配件,9,工业耗材
cosda.en,https://cosda.en.alibaba.com/contactinfo.html,COSDA MANUFACTURING COMPANY,"","1f.， No.95， Jiansing Rd.， Taiping Dist.， Taichung City 411， Taiwan， China",Taiwan， China,"",Taichung City,"","41166",Ms. Cassie Chen,"60000","46",Manufacturer， Trading Company,"4","","","",,,,汽车配件
wibo.en,https://wibo.en.alibaba.com/contactinfo.html,WIBOURE COMPANY LIMITED,"",G/f.， No. 8a Fuk Wa Street， Sham Shui Po， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Ms. WINNIE WONG,"490000","102",Manufacturer,"5","","","",,,,服饰鞋包
fxrtitanium.en,https://fxrtitanium.en.alibaba.com/contactinfo.html,Baoji Fuxingrong Titanium Products Co.， Ltd.,宝鸡福兴荣钛制品有限公司,No. 3777 Fangshan Road， Weifang， Shandong， China,China,"",baoji,"","721006",Mr. wenjun li,"60000","47",Trading Company,"3",陕西省,宝鸡市,渭滨区,,,,工业耗材
cngztx1688.en,https://cngztx1688.en.alibaba.com/contactinfo.html,Guangzhou Tengxin Plastic Products Co.， Ltd.,广州腾信塑料制品有限公司,No. 240， Xinqiao Village Section， Shilian Road， Guangzhou， Guangdong， China,China,"",guangzhou ,"","",Ms. vicky Wei,"70000","109",Manufacturer， Trading Company,"4",广东省,广州市,番禺区,2,电脑办公,2,工艺美术
razviinternational.trustpass,https://razviinternational.trustpass.alibaba.com/contactinfo.html,RAZVI INTERNATIONAL,"",NAI BASTI MANIHARO WALI GALI MORADABAD， MORADABAD， Uttar Pradesh， India,India,"",MORADABAD,"","10001",Mr. MOHAMMAD JUNAID,"","",Manufacturer,"5","","","",,,,工艺美术
greattoys.en,https://greattoys.en.alibaba.com/contactinfo.html,GREAT INTERNATIONAL TOYS LIMITED,"",Rm. 2202， Hong Kong Plaza， 188 Connaught Road West， Hong Kong S.A.R.,Hong Kong S.A.R.,"","188 Connaught Road West， ","",Hong Kong,Mr. Raymond See,"100","2",Trading Company， Buying Office， Agent,"16","","","",,,,玩具娱乐
hanlix-hook.en,https://hanlix-hook.en.alibaba.com/contactinfo.html,DOEZ INTERNATIONAL CO.， LTD.,"",No. 851， Hexian Rd.， Xianxi Township， Taiwan， China,Taiwan， China,"",Changhua County,"","50743",Mr. Jason huang,"10000","6",Manufacturer,"5","","","",,,,工业耗材
songsie.en,https://songsie.en.alibaba.com/contactinfo.html,HEBEI SONGSIE INTERNATIONAL TRADING CO.， LTD LUQUAN BRANCH,"","10/F BLOCK A， ZIJING PLAZA， NO.158 PINGAN NORTH ST.， SHIJIAZHUANG， HEBEI， China",China,"",shijiazhuang,"","",Ms. Maggie Liu,"40000","1",Trading Company,"2","","","",,,,服饰鞋包
bookoff.trustpass,https://bookoff.trustpass.alibaba.com/contactinfo.html,BOOKOFF CORPORATION LTD.,"","",Japan,"","2-14-20， Furubuchi， Minami-ku， Sagamihara City","","",Mr. Yuji Morita,"","","","3","","","",,,,玩具娱乐
cn1511683504.en,https://cn1511683504.en.alibaba.com/contactinfo.html,Shenzhen Jiaxinda Technology Co.， Ltd.,深圳市嘉鑫达科技有限公司,"2712， New Asia Guoli Building， Intersection Of Zhenzhong Road And Zhonghang Road， Shenzhen， Guangdon",China,"",Shenzhen,"","518001",Ms. hkmall zhuang,"40000","156",Trading Company,"3",广东省,深圳市,福田区,9,汽车配件,9,汽车配件
plustruss.en,https://plustruss.en.alibaba.com/contactinfo.html,Shenzhen Plustruss Engineer Limited,凯威演出器材（深圳）有限公司,******， Shenzhen， Guangdong， China,China,"",ShenZhen,"","518104",Ms. Inna zhou,"380000","33",Manufacturer， Trading Company,"6",广东省,深圳市,宝安区,17,机械设备,17,玩具娱乐
et1129387246cdnb.fm,https://et1129387246cdnb.fm.alibaba.com/contactinfo.html,DEJEN G/MESKEL  BERHE,"",TSBG building Office no. 103， Addis Ababa， Ethiopia,Ethiopia,"",Addis Ababa,"","",Mr. Ezana Berhe,"","","","","","","",,,,杂货和美食
dkjewelry.en,https://dkjewelry.en.alibaba.com/contactinfo.html,Zhangjiagang Free Trade Zone Daking International Trade Company Limited,张家港保税区大秦国际贸易有限公司,Jianghai South Road， Nansha， Jingang Town， Suzhou， Jiangsu， China,China,"",SUZHOU,"","",Ms. Cassie HUANG,"90000","142",Manufacturer， Trading Company,"6",江苏省,苏州市,张家港市,10,食品冲饮,10,工艺美术
colormixprinting.en,https://colormixprinting.en.alibaba.com/contactinfo.html,Guangzhou Colormix Printing & Package Co.， Ltd.,广州艺荟印刷包装有限公司,"12th Building， Hongfeng Creative Park， Jiangxia， Guangzhou， Guangdong， China",China,"",Guangzhou,"","510000",Ms. Nikki Ye,"50000","39",Manufacturer， Trading Company,"6",广东省,广州市,花都区,4,服饰鞋包,4,工业耗材
ygtape.en,https://ygtape.en.alibaba.com/contactinfo.html,Shanghai Yongguan Adhesive Products Corp.， Ltd.,上海永冠众诚新材料科技（集团）股份有限公司,No. 15， Kanggong Road， Zhujiajiao Industrial Zone， Shanghai， China,China,"",shanghai,"","201713",Mr. Harry GAO,"1500000","20",Manufacturer， Trading Company,"20",上海市,上海市,青浦区,10,食品冲饮,10,工业耗材
union-server.en,https://union-server.en.alibaba.com/contactinfo.html,Shenzhen Chengdaxin Technology Co.， Ltd.,"",Third Floor， Building A， Heping Industrial Park， No. 77， Changyong Road， Longhua Street， Longhua Str,China,"",ShenZhen,"","123456",Mr. Kelly Liu,"10000","20",Agent,"5","","","",,,,电脑办公
tayfitness.en,https://tayfitness.en.alibaba.com/contactinfo.html,Shenzhen Kaitai Health Technology Co.， Ltd.,深圳开泰健康科技有限公司,B-302， No. 138-1， Zhiwuyuan Road， Nanlian Community， Shenzhen， Guangdong， China,China,"",shenzhen,"","",Ms. Jojo Dai,"4000","6",Manufacturer， Trading Company,"8",广东省,深圳市,龙岗区,10,食品冲饮,10,健康护理
newhoy.en,https://newhoy.en.alibaba.com/contactinfo.html,Shishi Xin Heyu Accessories Co.， Ltd.,石狮新赫昱辅料有限公司,Room 821， Building 1， Taihe Plaza， 399 Baodao Middle Road， Hubin Street， Quanzhou， Fujian， China,China,"",Quan Zhou,"","3627990",Mr. Andy Chen,"50000","98",Trading Company,"2",福建省,泉州市,石狮市,,,,工艺美术
maikeqibicycle.en,https://maikeqibicycle.en.alibaba.com/contactinfo.html,Maikeqi (tianjin) Technology Research And Development Co.， Ltd.,迈科祺（天津）科技研发有限公司,No. 8 Jiejian Road， Wangqingtuo Town， Tianjin， China,China,"",tianjin,"","",Mr. John Yan,"2000","1",Manufacturer， Trading Company,"2",天津市,天津市,武清区,,,,母婴用品
fujirobin.en,https://fujirobin.en.alibaba.com/contactinfo.html,Fujirobin (Changzhou) Machinery I/E Co.， Ltd.,富基融滨（常州）机械进出口有限公司,Room A211， 12 North Changjiang Road， Changzhou， Jiangsu， China,China,"",Changzhou,"","213200",Ms. Lisa Li,"10000","7",Trading Company,"2",江苏省,常州市,新北区,16,运动户外,16,园艺用品
tr1538051946pjfx.trustpass,https://tr1538051946pjfx.trustpass.alibaba.com/contactinfo.html,AS ARKOC AYAKKABI LASTIK VE KAUCUK SANAYI VE TICARET LIMITED SIRKETI,"",Osman Kavuncu Parish Giyim Site， Kume Houses A Blok No:1， Kayseri， Turkey,Turkey,"",Kayseri,"","",Mr. HUSEYIN CINDORUK,"","",Manufacturer,"3","","","",,,,手工制作
sdgpsteel.en,https://sdgpsteel.en.alibaba.com/contactinfo.html,Shandong Gangpu Metal Materials Co.， Ltd.,山东钢浦金属制品有限公司,C08， 21 / F， Taishan International Building， Jinan， Shandong， China,China,"",Jinan,"","",Ms. Sunny Xiao,"130000","35",Trading Company,"3",山东省,济南市,槐荫区,,,,工业耗材
dongguanxinsheng.en,https://dongguanxinsheng.en.alibaba.com/contactinfo.html,Dongguan Xinsheng Toys Co.， Ltd.,东莞市鑫盛玩具有限公司,"1st Floor， No. 106， Yanhe West 1st Road， Tangjiao Village， Changping Town， Dongguan， Guangdong， Chin",China,"",Dongguan,"","523000",Ms. Summer Zhang,"150000","16",Manufacturer， Trading Company,"3",广东省,东莞市,-,12,玩具娱乐,12,手工制作
piaochun.en,https://piaochun.en.alibaba.com/contactinfo.html,Guangzhou Yi Sichen Daily Chemical Co.， Ltd.,广州艺思晨日用化工有限公司,"43， Youtang South Street， Guangzhou， Guangdong， China",China,"",Guangzhou,"","",Ms. Linda Li,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"4",广东省,广州市,白云区,,,,美容护理
pdshipping.en,https://pdshipping.en.alibaba.com/contactinfo.html,Shenzhen P&D International Express Co.， Ltd.,深圳市鹏达运通国际货运代理有限公司,"2D3085 Xinqiao Polida Business Center Shajing Town， shenzhen， Guangdong， China",China,"",Shenzhen,"","518103",Ms. Yoyo Lau,"120000","208",Trading Company,"7",广东省,深圳市,宝安区,,,,工业耗材
etumaxhim.trustpass,https://etumaxhim.trustpass.alibaba.com/contactinfo.html,LE TOUR DU MONDE SDN. BHD.,"",Jalan Sentul， Kuala lumpur， Malaysia,Malaysia,"",kuala lumpur,"","51000",Mr. maher shehab,"","",Manufacturer， Trading Company,"8","","","",,,,
cdtyms.en,https://cdtyms.en.alibaba.com/contactinfo.html,Chengdu Tianyi Mingshi Electronic Technology Co.， Ltd.,成都天翼铭士电子科技有限公司,"3rd Floor， Building 2， Jinfu International， No. 799， Jinfu Road， Jinniu District， Chengdu， Sichuan， ",China,"",Chengdu,"","610000",Ms. Taylor Chen,"","",Trading Company,"2",四川省,成都市,武侯区,,,,手工制作
thaiduongco.trustpass,https://thaiduongco.trustpass.alibaba.com/contactinfo.html,THAIDUONG CO.， LTD,"",D11/12A Quach Dieu Streets， Hamlet 4， Vinh Loc A Village， Binh Chanh Dist， Ho Chi Minh， Ho Chi Minh ,Vietnam,"",Ho Chi Minh,"","",Mr. Tran Thai Duong,"","",Manufacturer， Trading Company， Business Service (Transportation， finance， travel， Ads， etc),"12","","","",,,,
hi-mall.en,https://hi-mall.en.alibaba.com/contactinfo.html,Qingdao Himall International Trade Co.， Ltd.,青岛海之脉国际贸易有限公司,Jiahe Community， Kangtai Road， Yantai， Shandong， China,China,"",Qingdao,"","",Ms. jessica wang,"60000","303",Manufacturer， Trading Company,"3",山东省,青岛市,市北区,,,,美容护理
xinfangoutdoor.en,https://xinfangoutdoor.en.alibaba.com/contactinfo.html,Danyang Xinfang Outdoor Products Co.， Ltd.,丹阳欣芳户外用品有限公司,Yangcheng Village， Fangxian Town， Danyang， Zhenjiang， Jiangsu， China,China,"",zhenjiang,"","212325",Mr. Jack Zhang,"","",Manufacturer， Trading Company,"3",江苏省,镇江市,丹阳市,4,服饰鞋包,4,运动户外
pinyinpacking.en,https://pinyinpacking.en.alibaba.com/contactinfo.html,Yiwu Pine Packaging Co.， Ltd.,"",Floor 3， Gate 2， Building 6， Kaichuang Industrial Park， No. 287， Yangcun Road， Jinhua， Zhejiang， Chi,China,"",yiwu,"","",Ms. Jenny Zhang,"8000","60",Manufacturer， Trading Company,"2","","","",,,,服饰鞋包
leondgin.en,https://leondgin.en.alibaba.com/contactinfo.html,Yiwu Liangcheng Apparel Co.， Ltd.,义乌市良橙服饰有限公司,Room 605， Block 15A6， land port Electric Mall Phase II， 288 Kaiyun Road， Chengxi Street， Jinhua， Zhe,China,"",YIWU,"","322000",Ms. Grace chu,"6000","14",Trading Company,"6",浙江省,金华市,义乌市,4,服饰鞋包,4,服饰鞋包
woodenmodelboat.trustpass,https://woodenmodelboat.trustpass.alibaba.com/contactinfo.html,GIA NHIEN CO .， LTD,"","168/32 Nguyen Gia Tri (old name D2) street， ward 25， Binh Thanh district， Ho Chi Minh， Ho Chi Minh C",Vietnam,"",Ho Chi Minh,"","0084",Ms. Emma Tran,"","",Manufacturer,"18","","","",,,,玩具娱乐
rioricacoffee.trustpass,https://rioricacoffee.trustpass.alibaba.com/contactinfo.html,CAFFE' RIO RICA DI GALEAZZI MARIANO & C. S.A.S.,"",VIA DIVISIONE ACQUI 107， PESARO， Italy,Italy,"",Pesaro,"","61122",Mr. Matteo Galeazzi,"","",Manufacturer， Distributor\/Wholesaler,"3","","","",,,,杂货和美食
alphawatch.en,https://alphawatch.en.alibaba.com/contactinfo.html,Unidesign Workshop,"",Room 2113， 21/fl.，  Landmark North， 39 Lung Sum Avenue， Sheung Shui， Nt.， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"",H852K,Mr. K Chance,"200","1",Manufacturer,"16","","","",,,,
emerjewelry.en,https://emerjewelry.en.alibaba.com/contactinfo.html,Guangzhou City Ymir Trade Co.， Ltd.,广州市伊米尔贸易有限公司,Room 318， 105 Xihuan Road， Shiqiao Street， Guangzhou， Guangdong， China,China,"",ok,"","510000",Ms. Chloe TUHE Jewelry,"1200000","2087",Manufacturer， Trading Company,"5",广东省,广州市,南沙区,4,服饰鞋包,4,服饰鞋包
hibis.en,https://hibis.en.alibaba.com/contactinfo.html,HAN TIDE BIOMEDICAL CORP.,"","1f， No. 40， Jialing St.， Qianzhen Dist.， Taiwan， China",Taiwan， China,"",Kaohiung City,"","80656",Mr. Leon Guo,"7000","10",Manufacturer， Trading Company,"12","","","",,,,健康护理
polycityhk.en,https://polycityhk.en.alibaba.com/contactinfo.html,POLYCITY CORPORATION LIMITED,"",Room 401-402， 4/f， Westlands Centre， No. 20， Westlands Road， Quarry Bay， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Ms. Jessie Bao,"","",Manufacturer,"12","","","",,,,健康护理
jshuahong.en,https://jshuahong.en.alibaba.com/contactinfo.html,Changshu Huahong Weaving Co.， Ltd.,"",Tianzi Village， Meili Town， Changshu， Meili， Jiangsu， China,China,"",jiangsu,"","215511",Mr. Brian pan,"50000","8",Manufacturer， Trading Company,"7",江苏省,苏州市,常熟市,4,服饰鞋包,20,工艺美术
poyatech.en,https://poyatech.en.alibaba.com/contactinfo.html,POYA-TECH CO.， LTD.,"",No. 5-1， Jilin N. Rd.， Jhongli District， Taoyuan City， Taiwan， Taiwan， China,Taiwan， China,"",TAOYUAN COUNTY,"","320",Ms. Catherine Chong,"","",Manufacturer,"19","","","",,,,汽车配件
laserprojector.en,https://laserprojector.en.alibaba.com/contactinfo.html,Guangzhou Weiyoubiaoqian Export Trade Co.， Ltd.,"","309， 8th Street， 3rd Floor， Lingnan E-Commerce Park， Guangdong， China",China,"",GuangZhou,"","",Mr. Yuan Feng,"50000","38",Distributor\/Wholesaler,"3","","","",,,,电子产品
rmhandicrafts.trustpass,https://rmhandicrafts.trustpass.alibaba.com/contactinfo.html,R M HANDICRAFTS,"",Dariba Pan Street， Moradabad， Uttar Pradesh， India,India,"",Moradabad,"","",Mr. MR PRAKUL,"","",Manufacturer,"3","","","",,,,家居家装
cxyuzhou.en,https://cxyuzhou.en.alibaba.com/contactinfo.html,Cixi Yuzhou Electrical Appliance Co.， Ltd.,慈溪裕洲电器有限公司,No. 146， Xiaotang Road， Hangzhou Bay， Ningbo， Zhejiang， China,China,"",Cixi,"","315000",Ms. Yu Zhou,"","",Manufacturer， Trading Company,"5",浙江省,宁波市,慈溪市,,,,家居家装
th117058481.trustpass,https://th117058481.trustpass.alibaba.com/contactinfo.html,PAKCO INTERNATIONAL CO.， LTD.,"","30/10 Moo 4 Sawaipracharat Road， Ladsawai， Lamlukka， Pathum Thani， Thailand",Thailand,"",Lamlukka,"","12150",Ms. Rochelle Colardo,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"12","","","",,,,
alisalestest02.en,https://alisalestest02.en.alibaba.com/contactinfo.html,Kocos Trading 1234545,"",aaaaaaaa， HK， Shanghai， China,Hong Kong S.A.R.,"",KL,"","852",Ms. alibab salesafa,"","",Manufacturer， Distributor\/Wholesaler， Association,"16","","","",,,,杂货和美食
chinacrates.en,https://chinacrates.en.alibaba.com/contactinfo.html,Shanghai Qusheng Plastics Co.， Ltd.,上海渠晟塑料有限公司,No. 85， Hengtang Road， Huaqiao Town， Suzhou， Jiangsu， China,China,"",Shanghai,"","200000",Ms. Suna su,"290000","45",Manufacturer， Trading Company,"7",上海市,上海市,青浦区,5,家居家装,5,工业耗材
shanghui-blind.en,https://shanghui-blind.en.alibaba.com/contactinfo.html,SHANG HUI MACHINERY CO.， LTD.,"",No. 212， Lane 23， Shui-Kuan Rd.， Jen-Mei Village， Niao-Sung Hsiang， Taiwan， China,Taiwan， China,"",Kaohsiung,"","833",Mr. Weng Ming Chih,"","",Manufacturer,"15","","","",,,,工业耗材
gaiacafevietnam.trustpass,https://gaiacafevietnam.trustpass.alibaba.com/contactinfo.html,VIET COFFEE COMPANY LIMITED,"","860/60D Xo Viet Nghe Tinh Street， Ward 25， Binh Thanh District， Ho Chi Minh， Ho Chi Minh City， Vietn",Vietnam,"",Ho Chi Minh,"","700000",Ms. BAO NGOC NGUYEN,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"3","","","",,,,杂货和美食
